,Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
26027,S26028,16.9,62.8,58.7,Yes,High School,No
26028,S26029,13.7,96.8,49.4,Yes,Master,Yes
26030,S26031,8.1,43.5,61.6,Yes,Master,No
26033,S26034,10.6,68.2,47.8,No,Master,No
26035,S26036,22.9,60.6,78.0,Yes,Associate,No
26036,S26037,4.2,71.9,56.5,Yes,Bachelor,Yes
26037,S26038,6.0,90.8,33.3,Yes,Master,No
26038,S26039,23.4,88.8,52.7,No,Associate,No
26040,S26041,11.0,63.0,53.9,No,Master,Yes
26044,S26045,6.7,60.3,78.0,Yes,Associate,Yes
26045,S26046,9.5,70.4,49.9,No,High School,No
26046,S26047,8.2,82.8,54.1,Yes,Master,No
26047,S26048,13.7,73.1,80.8,No,Bachelor,No
26048,S26049,16.1,98.1,69.3,No,Master,No
26049,S26050,18.1,48.8,75.4,No,High School,No
26050,S26051,13.8,45.9,75.5,Yes,Bachelor,No
26051,S26052,22.6,96.9,54.8,No,Associate,No
26053,S26054,5.8,76.8,79.8,Yes,High School,Yes
26054,S26055,17.3,68.3,58.6,Yes,Associate,No
26057,S26058,8.4,81.0,66.8,Yes,Bachelor,Yes
26059,S26060,6.8,85.7,51.7,Yes,Master,Yes
26063,S26064,13.2,74.9,60.2,Yes,Bachelor,Yes
26064,S26065,0.3,83.9,48.8,No,Bachelor,Yes
26065,S26066,10.5,98.9,65.8,Yes,High School,No
26066,S26067,12.6,71.9,57.2,Yes,Associate,Yes
26068,S26069,15.5,84.9,80.4,Yes,Bachelor,No
26069,S26070,3.1,89.8,64.8,No,High School,No
26070,S26071,6.5,73.0,52.5,No,Associate,Yes
26071,S26072,8.3,84.0,61.9,No,Associate,Yes
26076,S26077,3.0,62.1,74.7,Yes,Associate,Yes
26083,S26084,14.5,76.1,56.8,No,High School,No
26084,S26085,3.9,60.7,59.9,Yes,Associate,No
26086,S26087,13.8,81.8,61.6,No,High School,Yes
26088,S26089,8.9,56.6,70.9,Yes,Associate,Yes
26089,S26090,17.9,93.2,72.5,Yes,Bachelor,No
26092,S26093,12.1,44.3,83.4,Yes,Master,Yes
26093,S26094,6.6,39.1,86.6,Yes,High School,No
26094,S26095,15.6,71.8,66.9,No,High School,Yes
26095,S26096,15.6,79.1,56.9,Yes,Associate,No
26096,S26097,10.6,71.6,32.1,Yes,Bachelor,No
26097,S26098,11.2,62.4,58.2,No,High School,No
26098,S26099,5.0,95.4,45.9,Yes,Bachelor,No
26100,S26101,8.1,56.8,77.2,No,High School,Yes
26101,S26102,9.6,58.1,76.1,No,Master,No
26102,S26103,15.3,59.8,77.4,Yes,Bachelor,Yes
26103,S26104,14.6,68.1,42.7,No,Master,Yes
26104,S26105,10.9,75.7,42.9,Yes,Master,No
26106,S26107,5.3,58.5,34.6,No,Bachelor,No
26107,S26108,15.4,47.9,75.5,Yes,Associate,No
26108,S26109,6.0,82.9,62.1,Yes,High School,Yes
26112,S26113,13.7,60.4,53.1,Yes,High School,No
26116,S26117,9.2,74.0,77.7,No,High School,Yes
26120,S26121,5.9,58.7,66.3,Yes,High School,No
26121,S26122,19.3,37.3,68.2,Yes,Associate,No
26125,S26126,2.0,71.2,82.2,Yes,Associate,No
26126,S26127,4.6,73.2,59.4,Yes,Master,Yes
26127,S26128,7.8,97.0,69.4,No,Associate,No
26130,S26131,9.0,97.9,53.3,No,High School,No
26132,S26133,4.8,80.7,40.9,No,High School,No
26133,S26134,8.9,49.9,51.6,Yes,Master,No
26135,S26136,5.5,95.4,60.7,No,Master,Yes
26136,S26137,11.5,92.4,71.8,Yes,Master,Yes
26137,S26138,10.7,93.0,52.0,No,Associate,No
26141,S26142,18.5,84.1,60.6,Yes,Bachelor,No
26142,S26143,13.2,57.4,66.8,No,High School,No
26147,S26148,0.8,82.6,74.8,Yes,High School,Yes
26148,S26149,4.4,41.5,50.5,No,Bachelor,No
26149,S26150,6.0,62.5,36.9,Yes,Associate,Yes
26151,S26152,5.6,69.6,37.3,No,Bachelor,No
26153,S26154,10.4,84.0,80.2,Yes,Associate,Yes
26157,S26158,10.7,46.0,63.2,No,Master,Yes
26158,S26159,10.7,94.5,54.1,Yes,Associate,No
26160,S26161,4.6,69.9,73.6,No,High School,Yes
26162,S26163,11.2,91.2,62.0,No,High School,Yes
26165,S26166,8.8,78.7,93.6,No,Master,No
26167,S26168,5.2,44.3,60.8,Yes,Master,Yes
26168,S26169,10.8,77.5,63.5,Yes,Bachelor,No
26170,S26171,10.8,78.1,39.0,Yes,Master,Yes
26173,S26174,11.6,51.6,63.1,No,Master,Yes
26177,S26178,4.7,79.0,40.6,Yes,Master,No
26180,S26181,5.5,97.2,68.4,No,High School,No
26181,S26182,15.0,96.2,62.0,No,Master,Yes
26182,S26183,12.5,56.7,84.4,Yes,High School,No
26185,S26186,9.5,62.6,76.4,Yes,Bachelor,Yes
26186,S26187,7.4,62.9,91.4,Yes,Bachelor,Yes
26187,S26188,1.3,77.4,41.5,Yes,Associate,Yes
26188,S26189,8.4,85.2,87.0,Yes,Master,No
26191,S26192,2.9,90.6,46.2,No,Master,Yes
26192,S26193,8.8,36.8,58.8,Yes,Master,No
26193,S26194,12.9,74.2,71.4,Yes,Associate,No
26195,S26196,0.7,88.7,36.4,No,High School,Yes
26200,S26201,17.5,95.1,66.4,No,Master,No
26201,S26202,10.9,77.8,55.1,Yes,High School,No
26203,S26204,11.9,78.6,58.8,No,Master,No
26204,S26205,11.7,56.0,73.7,Yes,High School,Yes
26205,S26206,16.1,60.3,71.0,No,Bachelor,Yes
26208,S26209,6.8,52.4,53.4,Yes,Associate,No
26211,S26212,5.5,63.2,53.1,No,Bachelor,No
26212,S26213,9.7,70.7,57.4,Yes,Associate,Yes
26215,S26216,19.6,69.4,75.3,Yes,Master,No
26216,S26217,7.7,60.2,62.3,No,Bachelor,No
26219,S26220,7.6,79.2,52.7,Yes,Bachelor,Yes
26221,S26222,6.1,84.6,59.2,Yes,High School,No
26230,S26231,15.7,27.7,53.3,Yes,High School,No
26231,S26232,15.2,79.2,49.3,Yes,Bachelor,Yes
26232,S26233,7.9,90.5,61.6,Yes,Bachelor,No
26233,S26234,9.4,48.3,74.6,Yes,Associate,Yes
26234,S26235,17.1,83.3,88.0,No,Master,Yes
26235,S26236,4.3,66.1,67.7,Yes,Associate,Yes
26236,S26237,13.0,85.2,77.2,Yes,Bachelor,Yes
26239,S26240,10.3,73.8,71.9,Yes,Bachelor,Yes
26242,S26243,3.8,75.4,50.7,Yes,Master,Yes
26243,S26244,8.8,52.1,62.2,Yes,High School,No
26244,S26245,11.3,62.7,69.0,Yes,Associate,No
26245,S26246,7.4,86.8,59.8,Yes,Master,Yes
26250,S26251,5.6,73.6,62.4,No,High School,No
26252,S26253,17.8,60.4,89.9,No,Associate,Yes
26254,S26255,7.1,84.4,56.4,No,Associate,No
26257,S26258,8.6,65.7,69.1,No,Bachelor,Yes
26259,S26260,1.4,46.7,37.0,Yes,High School,No
26264,S26265,7.8,75.9,77.7,No,High School,Yes
26266,S26267,12.6,59.7,55.6,No,Master,No
26267,S26268,2.3,25.5,53.8,Yes,High School,No
26268,S26269,14.5,98.1,76.8,Yes,Master,Yes
26270,S26271,14.9,69.2,47.9,Yes,Master,Yes
26271,S26272,16.4,84.1,67.3,Yes,Associate,Yes
26273,S26274,5.9,96.6,82.8,Yes,Associate,No
26275,S26276,2.8,58.9,57.1,No,High School,No
26276,S26277,15.5,77.7,72.9,No,Master,No
26277,S26278,9.3,75.1,57.0,Yes,Associate,No
26279,S26280,9.3,62.9,68.5,No,Master,No
26280,S26281,15.4,62.0,39.0,Yes,Associate,No
26283,S26284,13.2,66.1,75.6,Yes,Master,No
26284,S26285,10.9,24.9,57.5,No,Bachelor,No
26285,S26286,11.5,76.8,52.7,Yes,Associate,Yes
26287,S26288,10.0,60.6,67.9,Yes,Master,No
26288,S26289,13.8,76.9,65.4,No,Master,No
26289,S26290,11.8,74.9,54.6,Yes,Master,No
26291,S26292,12.6,75.2,68.1,Yes,Associate,Yes
26292,S26293,11.2,63.4,56.3,No,Associate,Yes
26293,S26294,13.1,51.6,56.3,No,Master,Yes
26295,S26296,14.1,65.1,32.8,No,Associate,Yes
26299,S26300,8.1,84.2,52.0,No,Master,No
26303,S26304,12.8,79.4,69.5,Yes,High School,Yes
26304,S26305,10.1,64.9,77.9,Yes,Bachelor,Yes
26306,S26307,7.6,67.8,36.8,No,Master,No
26311,S26312,3.9,80.8,75.4,No,Bachelor,Yes
26315,S26316,21.0,82.0,31.7,Yes,Master,No
26316,S26317,11.7,90.4,65.6,No,Associate,Yes
26318,S26319,8.3,98.7,72.3,Yes,High School,Yes
26319,S26320,14.1,84.4,72.0,Yes,High School,Yes
26322,S26323,15.7,68.4,66.2,Yes,Associate,Yes
26324,S26325,14.2,61.8,60.3,No,Associate,Yes
26326,S26327,6.3,56.3,94.4,No,High School,Yes
26328,S26329,12.1,65.7,85.9,Yes,High School,Yes
26331,S26332,5.9,62.1,80.3,No,Associate,Yes
26332,S26333,15.1,86.7,80.6,No,Associate,Yes
26333,S26334,7.3,68.6,34.4,No,Master,Yes
26334,S26335,11.6,65.1,56.3,No,High School,No
26338,S26339,12.4,83.6,73.7,Yes,High School,Yes
26342,S26343,11.3,42.2,57.5,No,Associate,No
26344,S26345,10.8,96.6,48.5,No,Associate,No
26345,S26346,6.8,60.5,83.8,Yes,Master,No
26348,S26349,11.0,74.7,61.2,Yes,Associate,No
26349,S26350,9.7,94.0,66.4,No,Associate,No
26350,S26351,13.6,80.9,51.5,No,High School,No
26351,S26352,10.5,97.9,78.8,Yes,Bachelor,No
26352,S26353,11.0,51.6,49.5,No,Associate,Yes
26355,S26356,10.8,51.9,44.9,Yes,Bachelor,No
26358,S26359,5.9,75.9,57.4,No,Bachelor,Yes
26359,S26360,14.1,66.2,80.7,No,High School,Yes
26361,S26362,13.6,99.3,66.2,No,High School,Yes
26363,S26364,11.8,60.5,60.0,Yes,Master,Yes
26364,S26365,7.4,79.1,71.4,Yes,Associate,Yes
26365,S26366,7.5,70.2,30.1,No,High School,No
26366,S26367,2.2,43.8,63.6,No,Bachelor,Yes
26370,S26371,11.4,77.1,66.4,Yes,Master,No
26371,S26372,6.2,66.3,67.7,Yes,Associate,No
26372,S26373,14.8,86.3,71.2,Yes,Associate,Yes
26377,S26378,7.6,94.1,64.3,Yes,High School,No
26378,S26379,8.5,77.9,56.4,No,Bachelor,Yes
26379,S26380,12.7,78.0,73.7,No,Bachelor,Yes
26380,S26381,2.4,42.0,68.4,Yes,High School,Yes
26381,S26382,4.6,97.0,95.9,Yes,Bachelor,Yes
26383,S26384,1.0,78.8,86.1,Yes,Bachelor,No
26384,S26385,15.4,95.7,64.7,No,High School,No
26386,S26387,11.7,49.1,51.9,Yes,Bachelor,No
26387,S26388,14.1,55.6,70.7,No,Master,No
26388,S26389,8.5,73.8,62.3,Yes,Bachelor,Yes
26389,S26390,6.7,41.2,72.2,No,Associate,No
26390,S26391,11.2,97.4,51.2,Yes,Associate,Yes
26392,S26393,15.0,77.7,65.3,Yes,High School,No
26395,S26396,12.8,72.1,64.9,No,High School,Yes
26396,S26397,10.3,68.5,73.2,Yes,Bachelor,Yes
26399,S26400,9.3,90.0,67.4,No,Bachelor,Yes
26401,S26402,21.6,64.7,54.9,No,Bachelor,Yes
26402,S26403,17.7,69.2,78.3,Yes,High School,Yes
26403,S26404,12.5,68.3,71.4,Yes,Associate,Yes
26404,S26405,10.4,82.8,59.2,Yes,Bachelor,No
26406,S26407,14.1,74.9,55.3,Yes,Associate,Yes
26408,S26409,6.2,97.9,80.0,Yes,High School,No
26409,S26410,18.9,59.4,85.2,No,Master,No
26410,S26411,11.2,80.9,57.5,No,Associate,Yes
26411,S26412,20.1,59.5,75.9,No,Master,No
26412,S26413,10.9,87.1,78.1,Yes,Associate,Yes
26414,S26415,16.9,67.9,62.1,Yes,Bachelor,Yes
26415,S26416,11.5,90.8,56.0,Yes,Associate,Yes
26420,S26421,7.8,56.3,64.3,No,Bachelor,Yes
26422,S26423,12.2,50.1,71.2,Yes,High School,Yes
26423,S26424,2.3,90.1,88.5,Yes,High School,Yes
26424,S26425,8.9,54.7,65.0,No,Master,Yes
26425,S26426,14.9,86.2,71.0,Yes,Master,Yes
26428,S26429,6.8,59.8,58.0,No,High School,No
26429,S26430,8.0,88.4,47.3,Yes,Bachelor,Yes
26433,S26434,7.6,86.0,71.6,No,Associate,Yes
26435,S26436,4.4,66.6,48.9,Yes,Bachelor,Yes
26436,S26437,13.8,89.0,67.3,Yes,Associate,No
26438,S26439,8.4,76.1,46.3,No,High School,Yes
26440,S26441,9.1,58.6,66.6,Yes,Master,Yes
26445,S26446,4.6,84.7,65.7,Yes,Associate,Yes
26447,S26448,6.4,59.8,52.0,No,High School,Yes
26448,S26449,9.9,92.8,74.0,No,Bachelor,Yes
26454,S26455,8.7,71.3,51.7,No,Master,No
26457,S26458,14.1,90.5,73.6,No,Associate,Yes
26458,S26459,19.7,25.8,30.6,No,Master,Yes
26459,S26460,10.7,58.8,63.2,No,Bachelor,No
26460,S26461,3.1,55.4,75.0,Yes,Associate,No
26462,S26463,6.9,79.6,54.6,No,Master,No
26463,S26464,8.6,71.0,26.2,Yes,Associate,Yes
26464,S26465,19.9,70.9,70.1,No,Bachelor,No
26465,S26466,3.9,47.4,79.2,No,Bachelor,Yes
26467,S26468,5.6,68.0,77.7,No,Associate,Yes
26468,S26469,8.5,86.9,68.3,Yes,Bachelor,No
26469,S26470,13.7,61.9,64.7,Yes,High School,Yes
26471,S26472,8.9,56.6,65.2,Yes,Master,Yes
26472,S26473,6.8,70.0,83.9,Yes,Master,No
26473,S26474,11.6,95.8,74.6,Yes,Master,No
26474,S26475,18.5,77.1,65.8,Yes,High School,Yes
26475,S26476,5.5,82.5,92.1,No,Associate,No
26479,S26480,11.5,72.2,80.5,Yes,High School,No
26480,S26481,15.9,78.8,70.4,Yes,High School,No
26481,S26482,5.0,55.1,61.8,Yes,High School,Yes
26483,S26484,13.8,75.6,72.3,No,Associate,Yes
26484,S26485,11.5,77.3,97.8,No,Associate,Yes
26485,S26486,9.3,77.4,42.6,Yes,High School,No
26487,S26488,7.8,42.5,81.0,Yes,Bachelor,No
26491,S26492,6.9,60.0,57.9,No,High School,Yes
26493,S26494,15.2,82.2,78.2,No,High School,Yes
26495,S26496,21.0,97.1,52.6,Yes,Master,No
26496,S26497,14.0,66.1,63.1,Yes,Master,No
26497,S26498,6.1,75.8,57.5,Yes,High School,No
26498,S26499,5.6,81.8,75.1,No,High School,Yes
26499,S26500,14.8,95.4,57.4,Yes,Associate,Yes
26501,S26502,9.6,45.6,58.2,No,Associate,No
26503,S26504,10.5,41.3,80.6,Yes,Master,No
26504,S26505,14.3,93.3,61.3,Yes,Bachelor,No
26513,S26514,18.1,43.1,63.1,Yes,Master,Yes
26515,S26516,17.4,70.8,57.3,Yes,High School,Yes
26516,S26517,10.3,75.5,66.1,No,Bachelor,Yes
26518,S26519,12.3,79.9,71.7,Yes,Master,No
26519,S26520,1.5,44.9,63.9,Yes,High School,No
26521,S26522,11.0,79.5,50.7,Yes,High School,Yes
26524,S26525,10.7,65.5,41.3,Yes,Bachelor,Yes
26525,S26526,9.7,92.9,83.8,No,High School,No
26527,S26528,10.4,77.1,79.1,Yes,High School,No
26528,S26529,10.5,60.8,75.2,No,Master,Yes
26530,S26531,4.1,50.4,72.0,No,Bachelor,No
26531,S26532,7.6,64.6,55.2,No,Master,No
26532,S26533,10.3,86.8,80.7,Yes,Bachelor,Yes
26535,S26536,11.4,97.8,57.4,Yes,Bachelor,Yes
26540,S26541,9.0,62.6,70.2,No,Master,No
26541,S26542,4.1,68.8,74.8,No,Bachelor,Yes
26542,S26543,15.2,81.4,82.4,No,Associate,Yes
26546,S26547,6.3,38.3,69.7,No,Bachelor,No
26548,S26549,2.5,52.6,64.9,No,Bachelor,Yes
26549,S26550,8.7,70.6,52.6,No,Associate,No
26551,S26552,11.6,32.0,63.3,No,Associate,Yes
26552,S26553,2.5,56.3,46.9,No,Associate,No
26553,S26554,10.9,44.6,56.7,Yes,Master,Yes
26555,S26556,10.5,61.9,61.1,No,Bachelor,No
26557,S26558,5.7,72.2,50.7,Yes,High School,Yes
26558,S26559,14.2,62.9,23.9,Yes,High School,Yes
26563,S26564,4.0,84.1,66.4,No,High School,Yes
26564,S26565,14.6,90.8,44.9,No,Bachelor,No
26567,S26568,4.3,65.4,78.2,Yes,Associate,Yes
26569,S26570,5.4,41.1,46.6,Yes,Master,No
26570,S26571,12.6,80.1,72.4,No,Bachelor,Yes
26574,S26575,6.4,80.9,73.6,Yes,High School,No
26575,S26576,13.8,78.7,59.4,Yes,Bachelor,No
26576,S26577,4.3,50.8,56.5,Yes,Master,No
26577,S26578,8.8,56.1,72.2,No,Bachelor,Yes
26578,S26579,18.7,40.4,68.9,No,Associate,Yes
26581,S26582,15.1,77.4,34.1,No,Master,Yes
26582,S26583,15.4,80.7,74.0,No,Bachelor,No
26586,S26587,15.4,79.9,62.6,No,High School,Yes
26588,S26589,11.8,32.5,54.7,Yes,Associate,Yes
26590,S26591,0.0,64.8,41.1,Yes,Bachelor,No
26595,S26596,11.0,74.5,59.7,No,Master,No
26596,S26597,10.8,77.4,54.8,Yes,High School,No
26599,S26600,9.9,81.7,76.5,No,Bachelor,Yes
26602,S26603,5.0,74.4,79.6,No,Associate,Yes
26604,S26605,12.1,89.2,69.9,Yes,Associate,Yes
26605,S26606,7.3,72.2,85.1,Yes,High School,Yes
26609,S26610,9.3,91.1,78.4,Yes,Associate,No
26610,S26611,12.6,73.4,72.1,No,Bachelor,No
26611,S26612,13.9,41.5,57.1,Yes,Associate,No
26612,S26613,10.3,60.5,65.8,Yes,Master,No
26615,S26616,1.1,96.9,85.1,Yes,Bachelor,Yes
26616,S26617,3.0,70.4,41.4,Yes,Bachelor,No
26620,S26621,15.7,88.9,84.6,Yes,Bachelor,No
26623,S26624,5.7,91.6,57.5,Yes,Bachelor,No
26626,S26627,7.1,90.0,94.8,No,Associate,Yes
26630,S26631,6.6,49.7,46.5,No,Bachelor,Yes
26632,S26633,9.7,82.2,65.3,Yes,High School,No
26633,S26634,4.6,50.2,54.8,No,Bachelor,Yes
26634,S26635,12.4,46.3,85.5,Yes,High School,No
26635,S26636,5.7,45.5,93.0,Yes,Bachelor,Yes
26637,S26638,12.5,73.4,80.5,No,High School,No
26640,S26641,14.5,80.0,82.5,No,Master,Yes
26641,S26642,10.9,68.5,88.7,Yes,Associate,No
26642,S26643,20.6,96.2,73.5,Yes,Bachelor,Yes
26643,S26644,15.7,87.0,58.5,No,High School,No
26644,S26645,12.4,87.0,77.4,Yes,Bachelor,Yes
26647,S26648,12.4,54.8,87.3,Yes,High School,Yes
26648,S26649,5.9,77.1,55.5,No,Bachelor,Yes
26649,S26650,16.5,75.2,74.0,No,Bachelor,No
26650,S26651,5.1,84.7,60.9,No,Associate,No
26651,S26652,6.8,66.5,82.7,No,Master,Yes
26653,S26654,13.7,48.5,87.9,No,Bachelor,Yes
26656,S26657,15.4,70.1,70.1,Yes,Master,Yes
26665,S26666,6.3,89.6,59.9,No,Associate,Yes
26666,S26667,3.5,74.5,62.6,No,Associate,Yes
26668,S26669,10.5,44.1,80.1,No,High School,Yes
26669,S26670,22.4,51.4,73.0,Yes,Master,Yes
26672,S26673,17.7,46.7,62.3,No,Associate,No
26673,S26674,15.3,70.9,61.0,No,Associate,Yes
26675,S26676,4.4,68.9,84.8,Yes,Bachelor,Yes
26676,S26677,18.7,69.6,79.7,Yes,Associate,No
26679,S26680,15.7,89.1,57.7,No,Master,No
26681,S26682,4.2,90.7,60.6,Yes,Bachelor,Yes
26683,S26684,6.1,79.2,92.7,No,High School,No
26685,S26686,5.6,79.7,51.3,Yes,Bachelor,Yes
26687,S26688,4.2,87.1,56.7,Yes,Bachelor,No
26689,S26690,6.1,37.3,59.5,Yes,Master,No
26690,S26691,12.4,76.4,60.2,No,Associate,No
26692,S26693,14.5,82.7,65.9,Yes,Master,No
26693,S26694,3.6,85.3,60.7,No,High School,Yes
26695,S26696,16.2,99.2,65.5,Yes,Associate,No
26697,S26698,18.8,72.0,58.5,No,Bachelor,Yes
26699,S26700,14.0,63.5,46.0,Yes,Master,Yes
26702,S26703,10.6,49.1,54.5,No,High School,Yes
26705,S26706,6.4,67.4,69.2,Yes,Associate,No
26706,S26707,12.9,94.6,60.1,Yes,Master,No
26709,S26710,16.7,37.3,78.2,No,Master,Yes
26713,S26714,9.5,87.2,68.6,Yes,Bachelor,Yes
26721,S26722,10.0,75.7,97.9,No,Bachelor,No
26723,S26724,9.6,60.7,47.1,Yes,Bachelor,Yes
26724,S26725,15.3,90.7,71.2,Yes,High School,Yes
26727,S26728,12.2,70.5,74.3,Yes,Associate,No
26729,S26730,5.0,99.3,58.0,Yes,Master,No
26731,S26732,10.4,72.1,85.2,Yes,Master,Yes
26732,S26733,14.6,41.8,95.9,Yes,Associate,No
26733,S26734,9.2,74.4,73.1,Yes,Associate,Yes
26734,S26735,8.5,66.6,52.2,Yes,Master,Yes
26735,S26736,8.9,87.0,76.1,Yes,High School,No
26736,S26737,5.4,84.3,59.4,No,Master,No
26737,S26738,17.2,69.3,65.4,No,Master,No
26742,S26743,14.9,44.9,30.2,No,High School,No
26743,S26744,6.5,38.1,54.9,No,High School,Yes
26745,S26746,0.4,74.9,64.7,No,Master,Yes
26746,S26747,4.0,46.9,82.4,No,High School,Yes
26747,S26748,12.3,67.5,47.5,No,Bachelor,Yes
26748,S26749,6.5,84.2,83.4,Yes,Bachelor,Yes
26755,S26756,2.2,79.6,74.8,Yes,Bachelor,No
26760,S26761,7.7,41.7,71.6,Yes,High School,Yes
26761,S26762,5.3,44.9,56.6,No,Master,No
26763,S26764,7.3,78.1,53.2,Yes,Bachelor,No
26766,S26767,12.8,57.2,54.9,No,Bachelor,No
26767,S26768,12.4,73.3,72.7,Yes,Master,Yes
26768,S26769,3.8,90.7,73.3,Yes,Associate,No
26770,S26771,12.8,78.7,74.5,No,Master,Yes
26771,S26772,13.7,88.1,58.7,No,Master,Yes
26772,S26773,8.1,72.1,54.7,No,High School,Yes
26775,S26776,9.3,59.3,69.8,Yes,Bachelor,Yes
26776,S26777,10.9,82.7,79.0,No,Master,Yes
26778,S26779,15.4,91.3,57.2,No,Master,Yes
26782,S26783,9.2,96.7,76.5,Yes,Associate,No
26784,S26785,12.5,80.0,55.7,Yes,High School,Yes
26785,S26786,5.8,91.6,78.4,Yes,Master,Yes
26786,S26787,8.1,59.8,64.9,Yes,Bachelor,Yes
26787,S26788,13.8,56.6,77.7,Yes,High School,Yes
26793,S26794,9.5,85.2,84.1,Yes,Master,No
26795,S26796,11.6,70.4,35.3,Yes,Bachelor,No
26798,S26799,1.4,89.3,59.7,Yes,Bachelor,No
26799,S26800,11.0,57.8,68.3,No,Bachelor,No
26800,S26801,3.1,46.9,53.4,No,Master,No
26806,S26807,15.5,80.5,71.3,No,High School,Yes
26807,S26808,8.8,78.7,62.8,No,Associate,No
26811,S26812,2.7,61.1,78.5,No,High School,Yes
26812,S26813,5.6,47.3,42.7,No,Associate,No
26814,S26815,7.3,65.9,77.3,Yes,Associate,No
26816,S26817,3.0,62.6,49.4,Yes,Master,No
26820,S26821,8.2,86.5,44.8,Yes,Master,No
26821,S26822,4.4,58.1,95.5,No,Master,No
26822,S26823,5.6,65.6,59.7,No,Master,No
26826,S26827,12.2,50.6,57.8,Yes,High School,Yes
26830,S26831,4.4,66.7,91.2,Yes,Master,No
26832,S26833,8.8,51.4,58.3,Yes,Bachelor,No
26836,S26837,20.0,88.4,38.3,No,Associate,Yes
26839,S26840,10.0,82.4,69.6,Yes,Master,No
26841,S26842,9.7,74.5,31.4,No,Bachelor,No
26842,S26843,4.4,78.0,70.2,No,Associate,Yes
26843,S26844,2.4,87.8,73.8,No,Bachelor,No
26844,S26845,11.9,43.2,53.9,No,Associate,No
26846,S26847,14.7,96.2,60.3,No,Master,Yes
26848,S26849,6.0,72.8,43.8,Yes,Bachelor,No
26849,S26850,15.7,37.7,62.4,No,Bachelor,No
26851,S26852,13.5,45.2,53.3,No,Master,No
26852,S26853,21.2,63.9,69.7,No,Bachelor,Yes
26853,S26854,20.2,74.0,66.7,Yes,High School,Yes
26855,S26856,12.8,71.7,68.0,No,Master,No
26856,S26857,15.4,82.5,63.7,No,Associate,No
26858,S26859,7.2,77.8,66.2,Yes,High School,Yes
26859,S26860,13.4,37.6,74.0,No,Master,No
26860,S26861,5.7,71.8,61.7,No,Associate,Yes
26862,S26863,10.8,67.1,64.5,No,Associate,Yes
26865,S26866,16.5,46.4,74.4,Yes,High School,No
26866,S26867,10.4,64.1,73.9,No,High School,Yes
26868,S26869,11.6,85.1,68.8,Yes,Associate,Yes
26869,S26870,12.3,92.0,60.6,No,Associate,Yes
26871,S26872,11.8,55.9,62.2,Yes,Master,No
26872,S26873,4.8,79.4,62.0,No,Associate,Yes
26873,S26874,6.0,39.7,84.7,No,High School,Yes
26874,S26875,6.6,83.2,52.7,No,Bachelor,No
26875,S26876,12.3,84.9,68.7,Yes,High School,No
26884,S26885,10.7,61.3,72.1,Yes,Associate,Yes
26885,S26886,5.7,77.3,48.6,Yes,Associate,No
26887,S26888,9.4,66.0,45.7,No,Associate,Yes
26890,S26891,9.7,64.2,98.3,No,Master,Yes
26891,S26892,16.3,48.4,77.6,Yes,High School,No
26893,S26894,19.4,92.0,85.4,No,Master,No
26895,S26896,10.5,76.9,62.9,No,Associate,No
26898,S26899,13.0,44.7,56.5,Yes,High School,Yes
26901,S26902,6.4,68.5,74.6,Yes,Associate,Yes
26903,S26904,11.0,73.2,43.7,No,High School,Yes
26904,S26905,13.8,84.2,80.4,No,Master,Yes
26907,S26908,10.2,52.1,78.6,Yes,Master,No
26914,S26915,25.8,91.1,68.1,Yes,Master,Yes
26915,S26916,8.7,98.0,52.0,Yes,Bachelor,Yes
26916,S26917,9.4,76.7,73.2,Yes,Associate,No
26917,S26918,13.1,54.2,81.5,Yes,Master,Yes
26918,S26919,14.9,67.9,67.9,No,Bachelor,Yes
26919,S26920,10.8,53.8,46.5,No,Bachelor,No
26920,S26921,15.8,61.4,68.5,Yes,Associate,No
26921,S26922,4.0,89.2,68.2,No,High School,Yes
26925,S26926,3.7,88.7,68.1,No,Master,No
26926,S26927,3.4,59.0,65.5,Yes,High School,No
26927,S26928,5.9,57.0,91.3,Yes,Master,No
26929,S26930,12.3,82.5,60.2,Yes,Master,Yes
26931,S26932,11.9,74.2,64.5,No,Associate,Yes
26932,S26933,7.8,96.7,75.7,No,Bachelor,No
26935,S26936,8.0,79.4,41.1,Yes,Associate,Yes
26936,S26937,12.4,48.0,64.9,No,Master,No
26937,S26938,12.0,61.5,52.0,No,Master,No
26943,S26944,11.0,86.9,50.3,No,Master,No
26945,S26946,22.2,66.0,49.4,No,Associate,Yes
26950,S26951,12.2,70.7,68.3,No,Master,Yes
26951,S26952,5.8,73.6,73.6,Yes,Associate,No
26952,S26953,13.0,93.4,38.3,Yes,High School,Yes
26953,S26954,1.2,66.4,47.8,Yes,Master,Yes
26954,S26955,3.5,87.1,72.3,Yes,Master,Yes
26955,S26956,19.1,75.0,69.7,Yes,Bachelor,Yes
26956,S26957,3.7,50.7,48.5,No,Bachelor,Yes
26957,S26958,0.2,74.9,66.5,Yes,High School,Yes
26958,S26959,3.8,97.1,61.0,Yes,Associate,No
26960,S26961,1.0,68.4,68.8,Yes,Associate,No
26962,S26963,2.7,82.8,54.0,No,High School,Yes
26963,S26964,8.6,47.4,60.1,No,Bachelor,No
26964,S26965,7.8,69.2,52.4,No,Master,No
